Segmented Element,POS,Dependecies
直接,ADV,advmod
排入,VERB,dep
廢,NOUN,compound:nn
水處,NOUN,compound:nn
理場,NOUN,dobj
，,PUNCT,punct
將,ADV,advmod
造成,VERB,ROOT
廢水,NOUN,compound:nn
處理,NOUN,compound:nn
"
",SPACE,punct
系統,NOUN,compound:nn
負荷,NOUN,nsubj
大增,VERB,ccomp
，,PUNCT,punct
影響,VERB,conj
處,NOUN,compound:nn
理水,NOUN,compound:nn
水質,NOUN,dobj
。,PUNCT,punct
多,NUM,dep
數,PUNCT,punct
工廠,NOUN,nsubj
會將,VERB,aux:ba
廢液,NOUN,dep
予以,VERB,ROOT
單獨,ADV,advmod
收集,VERB,ccomp
貯存,VERB,compound:vc
或,CCONJ,cc
委託,VERB,conj
"
",SPACE,punct
廢棄物,NOUN,dep
代處,VERB,acl
理業,NOUN,dobj
處理,NOUN,dobj
，,PUNCT,ROOT
有些,DET,det
工廠,NOUN,nsubj
採用,VERB,ROOT
蒸發,VERB,advcl:loc
濃縮,VERB,compound:vc
後,PART,case
再,ADV,advmod
委外,VERB,advmod
處理,VERB,acl
方式,NOUN,dobj
，,PUNCT,punct
其,PRON,compound:nn
濃縮,NOUN,compound:nn
效果,NOUN,nsubj
"
",SPACE,punct
良好,VERB,conj
，,PUNCT,punct
可,VERB,aux:modal
將切,X,aux:ba
削油,NOUN,dep
濃縮,VERB,conj
至,VERB,advmod:rcomp
原有,ADJ,amod
體積,NOUN,dobj
的,PART,case
1,NUM,dep
/,NUM,dep
10,NUM,advmod:loc
以下,PART,case
。,PUNCT,advmod:rcomp
"

",SPACE,punct
一般,ADV,advmod
將去,VERB,acl
除切,VERB,acl
削油,NOUN,dobj
的,PART,mark
金屬,NOUN,compound:nn
粉屑,NOUN,conj
、,PUNCT,punct
油脂,NOUN,conj
及,CCONJ,cc
其他,DET,det
雜質,NOUN,dobj
之,PART,mark
處,NOUN,compound:nn
理,PUNCT,punct
技術,NOUN,nsubj
稱為,VERB,ccomp
「,PUNCT,punct
過濾,NOUN,dobj
」,PUNCT,punct
，,PUNCT,ROOT
"
",SPACE,ROOT
但,ADV,advmod
事實,ADV,advmod
上,ADV,advmod
應細,VERB,aux:modal
分為,VERB,conj
「,PUNCT,punct
過濾,VERB,conj
」,PUNCT,punct
和,CCONJ,cc
「,PUNCT,punct
分離,VERB,acl
」,PUNCT,punct
兩種,NUM,mark:clf
不同,VERB,amod
的,PART,mark
處理,NOUN,compound:nn
技術,NOUN,dobj
，,PUNCT,ROOT
廢切,ADJ,dep
削油,NOUN,dep
過濾,VERB,dep
與,CCONJ,cc
"
",SPACE,dep
分離,VERB,acl
之,PART,mark
設備,NOUN,dep
，,PUNCT,punct
如,ADP,case
圖,NOUN,dep
5.5,NUM,dep
-,PUNCT,punct
1,NUM,dep
所示,VERB,ROOT
。,PUNCT,ROOT
分離,NOUN,compound:nn
技術,NOUN,nsubj
是,VERB,cop
利用,VERB,ROOT
欲分,VERB,acl
離物,NOUN,dobj
的,PART,mark
物理特性,NOUN,dep
（,PUNCT,punct
如,ADV,advmod
比重,NOUN,dep
不同,VERB,parataxis:prnmod
）,PUNCT,punct
，,PUNCT,punct
來去,VERB,conj
除切,VERB,conj
削油,NOUN,dobj
中,PART,case
的,PART,case
"
",SPACE,punct
雜質,NOUN,dobj
，,PUNCT,punct
過濾,VERB,acl
技術,NOUN,nsubj
則,ADV,advmod
是,VERB,cop
利用,VERB,case
濾材,NOUN,dep
來濾,PUNCT,punct
除切,VERB,conj
削油,NOUN,dobj
的,PART,case
固態,ADJ,amod
雜質,NOUN,dobj
。,PUNCT,punct
分離,NOUN,compound:nn
技術,NOUN,advmod:loc
中,PART,case
最,ADV,advmod
簡易,VERB,amod
的,PART,mark
"
",SPACE,punct
方法,NOUN,nsubj
，,PUNCT,punct
乃是,VERB,cop
利用,ADP,case
收集,VERB,acl
切,PUNCT,compound:nn
削油,NOUN,dobj
的,PART,mark
貯存槽,NOUN,nmod:prep
做,VERB,ROOT
為,VERB,conj
固體,NOUN,compound:nn
雜質,NOUN,nmod:assmod
之,PART,case
沉,NOUN,dobj
澱槽,NOUN,dobj
，,PUNCT,punct
讓經,VERB,dep
加工,NOUN,compound:nn
機器,NOUN,nmod:prep
流,PUNCT,punct
"
",SPACE,punct
出含,VERB,acl
粉屑,NOUN,dobj
的,PART,mark
切削油,NOUN,dobj
，,PUNCT,punct
在,ADP,case
未,ADV,advmod
被,X,auxpass
重複,VERB,nmod:prep
流回,VERB,advmod:rcomp
機器,NOUN,dobj
前,PART,case
，,PUNCT,punct
在,ADP,case
貯存,NOUN,nmod:prep
槽,NOUN,dep
中,PART,case
利用,VERB,conj
靜置,ADJ,amod
沉澱,NOUN,compound:nn
方式,NOUN,dobj
，,PUNCT,punct
"
",SPACE,punct
讓切,VERB,conj
削油,NOUN,dep
中大,ADJ,case
顆粒,NOUN,dep
的,PART,case
粉屑,NOUN,dobj
沉澱,VERB,ccomp
於,ADP,case
槽底,NOUN,nmod:prep
。,PUNCT,punct
再,ADV,advmod
以,ADP,case
人工,ADJ,amod
方式,NOUN,nmod:prep
剷除,VERB,ROOT
，,PUNCT,punct
或,CCONJ,cc
利用,ADP,case
貯槽,NOUN,nmod:prep
內置,VERB,case
放,VERB,conj
"
",SPACE,punct
可,ADJ,amod
提式,ADJ,amod
濾網,NOUN,compound:nn
收集,NOUN,compound:nn
籃以,NOUN,dobj
收集,VERB,conj
清除,VERB,ccomp
沉澱,VERB,acl
之,PART,mark
粉屑,NOUN,dobj
，,PUNCT,punct
但,ADV,advmod
仍,ADV,advmod
有些,ADV,dep
較細,ADV,advmod
小,VERB,amod
的,PART,mark
粉塵屑,NOUN,dobj
會落,VERB,aux:modal
在,ADP,case
收,NOUN,nmod:prep
"
",SPACE,dep
集籃,NOUN,dep
外,PART,case
，,PUNCT,punct
尚,ADV,advmod
需,VERB,xcomp
進一步,ADV,advmod
以,ADP,case
人工,ADJ,amod
方式,NOUN,nmod:prep
剷除,VERB,dep
。,PUNCT,punct
如欲,SCONJ,xcomp
徹底,ADV,advmod
清除,VERB,conj
粉塵,NOUN,dobj
屑則,NOUN,dobj
需關,VERB,xcomp
閉機器,NOUN,dobj
，,PUNCT,punct
先,ADV,advmod
"
",SPACE,punct
排空,VERB,dep
槽內,NOUN,nmod
的,PART,case
切削油,NOUN,dobj
，,PUNCT,punct
方可,VERB,advmod
進行,VERB,conj
粉屑,NOUN,nmod:assmod
的,PART,case
清除,NOUN,dobj
，,PUNCT,punct
相當,ADV,advmod
耗費人,VERB,conj
力及,CCONJ,cc
時間,NOUN,dobj
，,PUNCT,punct
並會,VERB,advmod
影響,VERB,conj
機,NOUN,compound:nn
"
",SPACE,punct
械設備,NOUN,nmod:assmod
的,PART,case
生產力,NOUN,dobj
。,PUNCT,punct
-,PUNCT,punct
81,NUM,dep
-,PUNCT,punct
"

 

",SPACE,punct
圖,NOUN,dep
5.5,NUM,dep
-,PUNCT,punct
1,NUM,dep
廢切,ADJ,amod
削油過,NOUN,dobj
濾與,CCONJ,cc
分離,VERB,acl
之,PART,mark
設,NOUN,compound:nn
備,NOUN,dep
"

 

",SPACE,punct
由,ADP,case
於切,ADP,case
削油,NOUN,advmod:loc
中,PART,case
含有,VERB,nmod:prep
氣泡,NOUN,conj
、,PUNCT,punct
油滴,NOUN,conj
及,CCONJ,cc
其他,DET,det
化學,NOUN,compound:nn
物質,NOUN,dobj
使得,VERB,ROOT
粉屑,NOUN,nmod:assmod
的,PART,case
沉降,NOUN,compound:nn
速度,NOUN,dobj
減緩,VERB,ccomp
，,PUNCT,punct
"
",SPACE,punct
一般,ADJ,advmod
孔徑,NOUN,nsubj
大於,VERB,acl
15,NUM,nmod:range
微米,NUM,mark:clf
的,PART,mark
粒子,NOUN,nsubj
在,ADP,case
7~10,NUM,nmod:prep
分鐘,NUM,mark:clf
可以,VERB,aux:modal
沉降,VERB,conj
，,PUNCT,punct
但是,ADV,advmod
小於,VERB,acl
15,NUM,nmod:range
微米,NUM,mark:clf
的,PART,mark
金屬,NOUN,compound:nn
"
",SPACE,dep
粉屑,NOUN,nsubj
則需,VERB,compound:vc
更長,VERB,amod
的,PART,mark
時間,NOUN,dobj
才能,ADV,advmod
沉降,VERB,conj
，,PUNCT,punct
甚至,ADV,advmod
無法,ADV,advmod
利用,VERB,conj
自然,NOUN,dep
重力,ADV,advmod
沉澱,VERB,conj
去除,VERB,conj
。,PUNCT,ROOT
因此,ADV,advmod
，,PUNCT,punct
現,VERB,ROOT
有,VERB,ccomp
"
",SPACE,punct
水力,NOUN,compound:nn
分離器,NOUN,conj
（,PUNCT,punct
Hydro-cyclons,NOUN,parataxis:prnmod
）,PUNCT,punct
、,PUNCT,punct
遠心,NOUN,compound:nn
分離,NOUN,compound:nn
機,NOUN,conj
（,PUNCT,punct
Screw,PUNCT,parataxis:prnmod
Decanter,PUNCT,amod
Centrifuge,PUNCT,parataxis:prnmod
）,PUNCT,punct
、,PUNCT,punct
加壓,NOUN,compound:nn
"
",SPACE,punct
浮除器,NOUN,conj
及,CCONJ,cc
磁力,NOUN,compound:nn
分離機,NOUN,compound:nn
等,PART,etc
設備,NOUN,dobj
。,PUNCT,punct
水力,NOUN,compound:nn
分離器,NOUN,nsubj
乃是,VERB,cop
利用,VERB,ROOT
離心力,NOUN,punct
，,PUNCT,punct
使,VERB,conj
比重,NOUN,nsubj
較,ADV,advmod
大,VERB,amod
的,PART,mark
粉屑,NOUN,dobj
"
",SPACE,punct
等物,NOUN,etc
質從,NOUN,case
比重,NOUN,nsubj
較,ADV,advmod
小,VERB,amod
的,PART,mark
切削,NOUN,compound:nn
油,NOUN,dep
中,PART,case
分離,VERB,punct
去除,VERB,conj
，,PUNCT,punct
藉由,ADP,case
切削油,NOUN,nmod
流入,VERB,dep
分離,NOUN,dobj
機時,NOUN,case
的,PART,case
流速,NOUN,nmod:prep
產生,VERB,conj
"
",SPACE,punct
旋轉,NOUN,compound:nn
渦流,NOUN,dobj
，,PUNCT,punct
使,VERB,conj
切削,NOUN,compound:nn
油,NOUN,nmod
中,PART,case
的,PART,case
金屬,NOUN,compound:nn
粒子,NOUN,dobj
因,ADP,case
離心,NOUN,dep
力,PUNCT,punct
作用,NOUN,nmod:prep
被,X,auxpass
拋移,VERB,ccomp
到,VERB,advmod:rcomp
裝置,NOUN,dobj
外綠,PART,case
，,PUNCT,punct
且,ADV,ROOT
外緣,NOUN,nmod:assmod
的,PART,case
"
",SPACE,ROOT
渦流,NOUN,compound:nn
方向,NOUN,nsubj
向下,VERB,conj
，,PUNCT,punct
使得,VERB,conj
金屬,NOUN,compound:nn
粒子,NOUN,dobj
被,X,auxpass
引減,VERB,ccomp
至,VERB,advmod:rcomp
分離,NOUN,compound:nn
機底部,NOUN,dobj
，,PUNCT,punct
潔淨,VERB,amod
的,PART,mark
切削,NOUN,compound:nn
油則,NOUN,nsubj
會,VERB,aux:modal
由,ADP,case
分離,NOUN,compound:nn
"
",SPACE,compound:nn
機,NOUN,nmod:assmod
的,PART,case
中央,NOUN,compound:nn
部份,NOUN,nmod:prep
向,ADP,case
頂部,NOUN,nmod:prep
湧出,VERB,conj
，,PUNCT,punct
因分,ADP,case
離機,NOUN,nmod:assmod
的,PART,case
渦,NOUN,dep
流速,NOUN,nsubj
度取,VERB,conj
決於,VERB,dep
切削,NOUN,compound:nn
油進,NOUN,dep
流速,NOUN,dobj
度,PUNCT,punct
，,PUNCT,punct
所以,ADV,advmod
"
",SPACE,acl
進,VERB,acl
流速,NOUN,nsubj
度愈,ADV,advmod
快,VERB,dep
則,ADV,advmod
分離,VERB,compound:nn
效果,NOUN,conj
愈佳,VERB,ROOT
。,PUNCT,ROOT
遠心,NOUN,compound:nn
分離,NOUN,compound:nn
機,NOUN,nsubj
是,VERB,cop
用,VERB,xcomp
來分,VERB,ROOT
離,PUNCT,punct
二,NUM,punct
種,NUM,mark:clf
以上,PART,case
的,PART,case
不同,ADJ,conj
粉屑,NOUN,dobj
，,PUNCT,punct
"
",SPACE,punct
同樣,ADV,advmod
利用,ADP,case
比重,NOUN,nsubj
不同,VERB,amod
的,PART,mark
性質,NOUN,nmod:prep
進行,VERB,conj
不同,CCONJ,det
轉速,NOUN,nmod:assmod
的,PART,case
分離,NOUN,dobj
，,PUNCT,punct
藉由,ADP,case
內,NOUN,amod
、,PUNCT,punct
外槽,NOUN,dep
體,NOUN,nmod:assmod
的,PART,case
不同,ADJ,amod
轉速,NOUN,nmod:prep
所,PART,aux:prtmod
"

",SPACE,amod
水力,NOUN,ROOT
旋流,NOUN,dep
分離器,NOUN,parataxis:prnmod
"
",SPACE,punct
離心,NOUN,punct
機,NOUN,compound:nn
"
",SPACE,ROOT
加壓,NOUN,compound:nn
浮除器,NOUN,ROOT
"

",SPACE,punct
楔線,NOUN,dep
濾筒,NOUN,dep
"
",SPACE,punct
濾網,NOUN,dep
"
",SPACE,punct
濾袋,NOUN,nsubj
"

",SPACE,punct
誘導,VERB,ROOT
重力,ADJ,amod
"

",SPACE,punct
貯存,NOUN,compound:nn
槽,NOUN,dobj
"
",SPACE,compound:nn
沉澱,NOUN,compound:nn
槽,NOUN,ROOT
"

",SPACE,ROOT
矽,NOUN,compound:nn
藻土,NOUN,compound:nn
之助,NOUN,compound:nn
濾劑,NOUN,ROOT
"
",SPACE,punct
捲筒,NOUN,dep
濾紙,NOUN,dep
(不,PUNCT,punct
織,NOUN,parataxis:prnmod
布),NOUN,punct
"
",SPACE,punct
纖維素,NOUN,nmod:assmod
之助,NOUN,case
濾劑,NOUN,dep
"

",SPACE,punct
濾網,NOUN,compound:nn
"
",SPACE,punct
濾袋,NOUN,dep
"
",SPACE,punct
濾帶,NOUN,compound:nn
"

",SPACE,punct
矽,NOUN,compound:nn
藻土,NOUN,nmod:assmod
之助,NOUN,case
濾劑,NOUN,ROOT
"
",SPACE,punct
捲筒,NOUN,dep
濾紙,NOUN,dep
(不,PUNCT,punct
織,NOUN,amod
布),NOUN,punct
"
",SPACE,punct
濾心,NOUN,compound:nn
"
",SPACE,punct
濾袋,NOUN,ROOT
"

",SPACE,punct
永久型,NOUN,amod
濾材,NOUN,compound:nn
"

",SPACE,punct
可,VERB,amod
棄式,ADJ,compound:nn
濾材,NOUN,compound:nn
"

",SPACE,punct
永久型,ADJ,amod
濾材,NOUN,compound:nn
"

",SPACE,punct
可,VERB,amod
棄式,ADJ,dep
濾材,NOUN,compound:nn
"

",SPACE,punct
靜置,NOUN,ROOT
"

",SPACE,punct
重力,ADJ,dep
"

",SPACE,punct
真空,NOUN,dep
"

",SPACE,punct
壓力,NOUN,dep
"

",SPACE,punct
過濾,VERB,conj
"

",SPACE,punct
真空,NOUN,dep
"

",SPACE,punct
磁力,NOUN,dep
"
",SPACE,punct
磁力,NOUN,dep
分離,NOUN,conj
粒子,NOUN,ROOT
"
",SPACE,punct
去除,VERB,dep
"


 ",SPACE,punct
-,NOUN,nsubj
82,PROPN,dep
-,PUNCT,punct
"

",SPACE,punct
產生,VERB,acl
的,PART,mark
離心,NOUN,dobj
力,PUNCT,punct
，,PUNCT,punct
就,ADV,advmod
可以,VERB,aux:modal
將固,NOUN,aux:ba
體與,NOUN,compound:nn
液體,NOUN,dep
分離,VERB,ROOT
出來,VERB,advmod:rcomp
。,PUNCT,punct
遠心,NOUN,compound:nn
分離,NOUN,compound:nn
機運,NOUN,compound:nn
作,NOUN,compound:nn
原理,NOUN,nsubj
如,VERB,case
圖,NOUN,dep
5.5,NUM,nmod:prep
-2,NUM,ROOT
"
",SPACE,ROOT
所示,VERB,aux:prtmod
。,PUNCT,ROOT
"

 

 

",SPACE,punct
圖,NOUN,dep
5.5,NUM,ROOT
-2,PUNCT,punct
遠心,NOUN,compound:nn
分離,NOUN,compound:nn
機運,NOUN,compound:nn
作,NOUN,compound:nn
原理,NOUN,dep
"

 

",SPACE,punct
矽,NOUN,compound:nn
晶圓,NOUN,compound:nn
製程,NOUN,compound:nn
切片,NOUN,compound:nn
生產,NOUN,compound:nn
單元,NOUN,nsubj
使用,VERB,acl
的,PART,mark
切削,NOUN,compound:nn
油,NOUN,compound:nn
回收,NOUN,nmod:assmod
的,PART,case
價值,NOUN,nsubj
高,VERB,ROOT
，,PUNCT,punct
且,CCONJ,cc
較,ADV,advmod
為業者,NOUN,nsubj
廣泛,ADV,advmod
應,VERB,conj
"
",SPACE,punct
用,VERB,conj
，,PUNCT,punct
除,ADP,case
上述,ADJ,amod
回收,NOUN,compound:nn
方式,NOUN,nmod:prep
外,PART,case
，,PUNCT,punct
多數,ADV,advmod
使用,VERB,conj
多重,ADJ,amod
薄膜,NOUN,compound:nn
過濾,VERB,acl
方式,NOUN,conj
或,CCONJ,cc
多重,ADJ,amod
離心,NOUN,compound:nn
方式,NOUN,dobj
回收,VERB,conj
切削,NOUN,dobj
"
",SPACE,punct
粉與切,NOUN,dep
削油,NOUN,dobj
，,PUNCT,punct
其,PRON,compound:nn
回收,NOUN,compound:nn
效率,NOUN,nsubj
介於,VERB,conj
30~70,NUM,punct
百分比間,NOUN,dep
。,PUNCT,punct
圖,NOUN,nsubj
5.5,NUM,dep
-3,NUM,dep
為廢切,NOUN,cop
削油,NOUN,compound:nn
多重,ADJ,amod
離心,NOUN,dobj
"
",SPACE,punct
回收,NOUN,compound:nn
系統,NOUN,compound:nn
範例,NOUN,ROOT
。,PUNCT,punct
（,PUNCT,punct
"
",SPACE,dep
）,PUNCT,punct
"
",SPACE,punct
磨料,VERB,ROOT
磨粒,VERB,dep
"

",SPACE,punct
（,PUNCT,punct
"
",SPACE,punct
切粉,NOUN,dobj
Si,PUNCT,punct
）,PUNCT,punct
"

",SPACE,punct
（,PUNCT,punct
"
",SPACE,punct
切削,VERB,dep
油,NOUN,dobj
Oil,PUNCT,punct
）,PUNCT,dep
"

",SPACE,punct
廢,ADJ,amod
Si,PUNCT,nmod:prep
"

",SPACE,nsubj
馬達,NOUN,compound:nn
"

",SPACE,nmod:assmod
馬達,NOUN,appos
"

",SPACE,punct
回收,NOUN,nsubj
磨料,VERB,acl
"

",SPACE,punct
切削,VERB,compound:vc
後,PART,case
的,PART,case
"
",SPACE,dep
切削,NOUN,dep
劑,NOUN,nsubj
"

",SPACE,nsubj
一,NUM,dep
次,NUM,mark:clf
分離,VERB,ROOT
"

",SPACE,punct
二,NUM,nmod:range
次,NUM,mark:clf
分離,VERB,conj
"


 ",SPACE,punct
-,NOUN,punct
83,NUM,conj
-,PUNCT,punct
"

",SPACE,punct
圖,NOUN,dobj
5.5,NUM,conj
-3,NUM,punct
廢切,ADJ,dep
削油,NOUN,conj
多重,ADJ,amod
離心,NOUN,compound:nn
回收,NOUN,compound:nn
系統,NOUN,compound:nn
範例,NOUN,conj
"


 ",SPACE,ROOT
-,PROPN,punct
84,NUM,dep
-,PUNCT,ROOT
"

",SPACE,dep
第六,NUM,nummod
章,NUM,mark:clf
"
",SPACE,dep
廢棄物,NOUN,compound:nn
資源,NOUN,compound:nn
化案,NOUN,dep
例,PUNCT,dep
"

",SPACE,dep
6,NUM,ROOT
.,NUM,mark:clf
1,NUM,amod:ordmod
廢酸,NOUN,compound:nn
資源,NOUN,compound:nn
化案,NOUN,ROOT
例,PUNCT,punct
"

",SPACE,punct
1.,NUM,punct
前言,NOUN,ROOT
"

",SPACE,punct
硫酸,NOUN,conj
，,PUNCT,punct
硝酸,NOUN,conj
，,PUNCT,punct
氫氟酸,NOUN,conj
，,PUNCT,punct
磷酸,NOUN,compound:nn
等,PART,etc
混酸,NOUN,nsubj
常用,VERB,conj
於,ADP,case
矽晶,NOUN,compound:nn
圓片,NOUN,nmod:prep
，,PUNCT,punct
半導體,NOUN,conj
、,PUNCT,punct
液晶,NOUN,compound:nn
顯示器,NOUN,compound:nn
"
",SPACE,nsubj
等,PART,etc
製造,VERB,acl
的,PART,mark
腐蝕,NOUN,conj
或,CCONJ,cc
清洗,NOUN,compound:nn
製程,NOUN,advmod:loc
中,PART,case
，,PUNCT,punct
本案,NOUN,dep
例係,VERB,cop
自,ADP,case
矽晶,NOUN,compound:nn
圓片,NOUN,compound:nn
製造業,NOUN,nmod:assmod
的,PART,case
廢酸液,NOUN,compound:nn
混合物,NOUN,nmod:prep
中分,VERB,ROOT
"
",SPACE,punct
離及,CCONJ,cc
回收,VERB,conj
純酸,NOUN,dobj
。,PUNCT,ROOT
矽晶,NOUN,compound:nn
圓片,NOUN,nmod:assmod
的,PART,case
製程,NOUN,nsubj
包括,VERB,ROOT
了切片,NOUN,dobj
(Slicing),PUNCT,punct
，,PUNCT,punct
研磨,NOUN,parataxis:prnmod
(Lapping),PUNCT,punct
，,PUNCT,punct
化學,NOUN,compound:nn
蝕,NOUN,ROOT
"
",SPACE,punct
刻(,NOUN,conj
Chemical,PUNCT,punct
Etching),PUNCT,punct
及,CCONJ,cc
機械,NOUN,compound:nn
拋光(,NOUN,dep
Mechanical,PUNCT,dep
Polishing),PUNCT,punct
。,PUNCT,ROOT
化學,NOUN,compound:nn
蝕刻,NOUN,nsubj
是,VERB,cop
用,ADP,case
來去,VERB,nmod:prep
除切,VERB,dep
"
",SPACE,nmod:assmod
片,NOUN,dobj
及,CCONJ,cc
研磨,NOUN,compound:nn
製程,NOUN,dep
產生,VERB,acl
的,PART,mark
損傷,NOUN,ROOT
層(,NOUN,punct
Damaged,PUNCT,punct
Llayer),PUNCT,punct
，,PUNCT,punct
典型,ADJ,amod
的,PART,case
損傷,NOUN,nmod:topic
層厚,NOUN,nsubj
約,ADV,advmod
40,NUM,conj
μm,NUM,mark:clf
，,PUNCT,punct
典型,ADJ,amod
"
",SPACE,punct
的,PART,case
化學,NOUN,compound:nn
蝕刻液,NOUN,nsubj
是,VERB,cop
包含,VERB,acl
6mol,NOUN,dep
/,PUNCT,punct
L,PUNCT,compound:nn
硝酸,NOUN,dep
，,PUNCT,punct
2mol,NOUN,dep
/,PUNCT,punct
L,PUNCT,compound:nn
醋酸,NOUN,dep
，,PUNCT,punct
6,NUM,dep
.,NUM,dep
5,NUM,dep
mol,NOUN,dep
/,PUNCT,punct
L,PUNCT,punct
氫氟,NOUN,compound:nn
酸,NOUN,dobj
的,PART,mark
混合,NOUN,compound:nn
酸液,NOUN,conj
，,PUNCT,punct
"
",SPACE,punct
並含,VERB,ROOT
約,ADV,advmod
18g/l,NUM,dep
的,PART,case
矽,NOUN,dobj
。,PUNCT,ROOT
化學,NOUN,compound:nn
蝕刻,NOUN,nmod:assmod
的,PART,case
反應如,NOUN,nsubj
下式,NOUN,dobj
所示,VERB,ROOT
。,PUNCT,punct
3Si,PUNCT,ROOT
+,PUNCT,punct
4,PUNCT,ROOT
H,PUNCT,ROOT
NO,PUNCT,ROOT
3,PUNCT,ROOT
+,PUNCT,cc
18HF,PUNCT,name
 ,SPACE,nmod:assmod
→,PUNCT,punct
3H2SiF6,PUNCT,dep
+,PUNCT,punct
4,PUNCT,dep
NO,PUNCT,amod
+,PUNCT,punct
8,PUNCT,ROOT
H,PUNCT,ROOT
2,PUNCT,ROOT
O,PUNCT,ROOT
"

",SPACE,ROOT
在,ADP,case
化學,NOUN,compound:nn
蝕刻,NOUN,compound:nn
製程,NOUN,nmod:prep
中,PART,case
，,PUNCT,punct
為了,ADP,case
維持酸,VERB,nmod:assmod
的,PART,case
活度,NOUN,dobj
，,PUNCT,punct
需將,VERB,aux:ba
雜質,NOUN,nsubj
混雜,VERB,acl
的,PART,mark
廢酸,NOUN,dep
排出,VERB,ROOT
。,PUNCT,punct
目前,NOUN,nmod:tmod
，,PUNCT,punct
"
",SPACE,nsubj
這些,DET,det
廢酸,NOUN,nsubj
多,ADV,advmod
用,ADP,case
鹼來,NOUN,nmod:prep
中和,VERB,ROOT
，,PUNCT,punct
並產生,VERB,conj
大量,ADJ,amod
污泥,NOUN,dobj
；,PUNCT,punct
中和,VERB,advcl:loc
後,PART,case
的,PART,case
酸根離子,NOUN,nsubj
再,ADV,advmod
經,ADP,case
由,ADP,case
活性,ADJ,amod
污泥,NOUN,compound:nn
"
",SPACE,acl
程序,NOUN,nmod:prep
去除,VERB,conj
。,PUNCT,punct
從環,NOUN,case
保,NOUN,nmod:assmod
的,PART,case
觀點,NOUN,nmod:prep
，,PUNCT,punct
仍然,ADV,advmod
需要,VERB,xcomp
發展,VERB,ROOT
一,NUM,nummod
套,NUM,mark:clf
技術,NOUN,dobj
，,PUNCT,punct
從,ADP,case
混合,NOUN,compound:nn
廢酸,NOUN,nmod:prep
中,PART,case
分離,VERB,dep
及,CCONJ,cc
回收,VERB,conj
"
",SPACE,punct
較純,VERB,amod
的,PART,mark
酸,NOUN,dobj
。,PUNCT,punct
目前,NOUN,nmod:tmod
可能,ADV,advmod
被,X,auxpass
應用,VERB,acl
來,PUNCT,punct
回收,VERB,conj
混合,ADJ,amod
廢酸,NOUN,dobj
的,PART,mark
技術,NOUN,dep
有,VERB,ROOT
：,PUNCT,punct
薄膜,NOUN,compound:nn
擴散,NOUN,compound:nn
透析,NOUN,compound:nn
分離,NOUN,conj
、,PUNCT,punct
離,PUNCT,punct
"
",SPACE,punct
子交換,NOUN,compound:nn
樹脂,NOUN,compound:nn
吸附,NOUN,conj
、,PUNCT,punct
溶劑,NOUN,compound:nn
萃取,NOUN,dobj
。,PUNCT,punct
其中,NOUN,nmod:topic
，,PUNCT,punct
薄膜,NOUN,compound:nn
分離,NOUN,compound:nn
技術,NOUN,nsubj
回收,VERB,nsubj
率,PUNCT,punct
高,VERB,ROOT
，,PUNCT,punct
並,CCONJ,cc
可,VERB,aux:modal
回收,VERB,conj
高純,ADJ,amod
度,PUNCT,dobj
"
",SPACE,nmod:assmod
的,PART,case
純酸,NOUN,dobj
；,PUNCT,punct
但,ADV,advmod
薄膜,NOUN,conj
及其,CCONJ,cc
組件,NOUN,compound:nn
設備,NOUN,nmod:assmod
的,PART,case
成本,NOUN,nsubj
較,ADV,advmod
高,VERB,conj
，,PUNCT,punct
同時,ADV,advmod
操作,NOUN,nsubj
較複,VERB,advmod
雜,VERB,conj
。,PUNCT,ROOT
離子,NOUN,compound:nn
交換,NOUN,compound:nn
樹脂,NOUN,dep
由,ADP,case
"
",SPACE,nmod:prep
於,ADP,case
交換,NOUN,dep
容量,NOUN,dep
不足,VERB,nmod:prep
，,PUNCT,punct
只能,ADV,advmod
用,VERB,ROOT
於回,VERB,ccomp
收低,ADJ,dobj
濃度,ADJ,amod
的,PART,case
廢酸,NOUN,dobj
，,PUNCT,punct
不易,PUNCT,nsubj
應用,VERB,conj
於類,ADP,case
似化,NOUN,dep
學,NOUN,compound:nn
蝕刻,NOUN,dobj
之,PART,mark
高,ADJ,amod
"
",SPACE,compound:nn
濃度,ADJ,amod
廢酸,NOUN,nmod:assmod
的,PART,case
回收,NOUN,nmod:prep
。,PUNCT,punct
相反地,ADV,advmod
，,PUNCT,punct
溶劑,NOUN,compound:nn
萃取,NOUN,nsubj
具有,VERB,ROOT
密閉,ADJ,amod
循環,NOUN,dep
，,PUNCT,punct
連續,ADJ,amod
操作,NOUN,conj
，,PUNCT,punct
及,CCONJ,cc
成本,NOUN,nsubj
較,ADV,advmod
低等,PART,dep
"
",SPACE,dep
優勢,NOUN,dobj
，,PUNCT,punct
可以,VERB,aux:modal
應用,VERB,conj
於化,NOUN,case
學蝕,NOUN,compound:nn
刻廢,NOUN,compound:nn
混酸,NOUN,nmod:assmod
之,PART,case
回收,NOUN,nmod:prep
。,PUNCT,punct
"

",SPACE,punct
2,NUM,dep
.,PUNCT,punct
製程,NOUN,conj
及,CCONJ,cc
原理,ADJ,amod
"

",SPACE,punct
溶劑,NOUN,compound:nn
萃取,NOUN,compound:nn
技術,NOUN,compound:nn
利用,ADJ,amod
物質,NOUN,dep
在,ADP,case
